Npedido;Fecha;Sucursal;Vendedor;Tipo;Categoria; Precio ; Costo ;Propina
341;10/8/2018;8;Joaquin;Comida;Gaseosa;$ 90,00;$ 14,60;5%
341;17/4/2019;8;Joaquin;Comida;Gaseosa;$ 90,00;$ 14,60;5%
341;29/4/2018;8;Joaquin;Comida;Cervezas;$ 110,00;$ 21,25;5%
341;13/4/2019;8;Joaquin;Comida;Cervezas;$ 110,00;$ 24,90;5%
341;21/6/2019;8;Joaquin;Bebida;Ensaladas;$ 150,00;$ 56,58;5%
341;12/3/2019;8;Joaquin;Bebida;Pizzas;$ 250,00;$ 91,25;5%
341;17/10/2018;8;Joaquin;Bebida;Pizzas;$ 250,00;$ 112,05;5%
342;8/7/2019;12;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,00;10%
342;8/1/2019;12;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,25;10%
342;17/9/2019;12;Fabricio;Comida;Gaseosa;$ 90,00;$ 21,60;10%
342;10/7/2018;12;Fabricio;Comida;Cervezas;$ 110,00;$ 21,25;10%
342;12/12/2019;12;Fabricio;Bebida;Postres;$ 80,00;$ 31,50;10%
342;27/6/2019;12;Fabricio;Bebida;Postres;$ 80,00;$ 31,50;10%
342;19/11/2018;12;Fabricio;Bebida;Entradas;$ 105,00;$ 58,50;10%
342;2/1/2019;12;Fabricio;Bebida;Pizzas;$ 250,00;$ 94,30;10%
342;21/8/2018;12;Fabricio;Bebida;Pastas;$ 220,00;$ 54,60;10%
343;22/8/2018;9;Andres;Comida;Gaseosa;$ 90,00;$ 18,50;15%
343;7/8/2019;9;Andres;Comida;Gaseosa;$ 90,00;$ 16,00;15%
343;16/3/2019;9;Andres;Comida;Gaseosa;$ 90,00;$ 12,60;15%
343;24/4/2019;9;Andres;Comida;Cervezas;$ 110,00;$ 24,90;15%
343;16/8/2019;9;Andres;Comida;Cervezas;$ 110,00;$ 24,90;15%
343;17/6/2018;9;Andres;Comida;Cervezas;$ 110,00;$ 21,90;15%
343;3/4/2019;9;Andres;Comida;Cervezas;$ 110,00;$ 21,30;15%
343;14/12/2018;9;Andres;Bebida;Pizzas;$ 250,00;$ 81,90;15%
343;13/5/2018;9;Andres;Bebida;Pizzas;$ 250,00;$ 105,00;15%
343;2/1/2018;9;Andres;Bebida;Pizzas;$ 250,00;$ 91,25;15%
343;10/6/2018;9;Andres;Bebida;Entradas;$ 105,00;$ 52,56;15%
343;5/2/2018;9;Andres;Bebida;Entradas;$ 105,00;$ 53,76;15%
343;14/12/2018;9;Andres;Bebida;Ensaladas;$ 150,00;$ 68,00;15%
343;3/2/2019;9;Andres;Bebida;Postres;$ 80,00;$ 39,00;15%
343;18/10/2018;9;Andres;Bebida;Postres;$ 80,00;$ 33,60;15%
344;8/2/2018;8;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,50;6%
344;28/2/2018;8;Fabricio;Comida;Gaseosa;$ 90,00;$ 17,75;6%
344;19/6/2019;8;Fabricio;Comida;Gaseosa;$ 90,00;$ 17,75;6%
344;24/2/2019;8;Fabricio;Comida;Gaseosa;$ 90,00;$ 12,60;6%
344;6/12/2019;8;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,25;6%
344;21/10/2019;8;Fabricio;Comida;Cervezas;$ 110,00;$ 21,90;6%
344;3/4/2019;8;Fabricio;Comida;Cervezas;$ 110,00;$ 21,90;6%
344;28/3/2019;8;Fabricio;Comida;Cervezas;$ 110,00;$ 18,00;6%
344;16/7/2018;8;Fabricio;Bebida;Chatarra;$ 70,00;$ 60,06;6%
344;3/10/2019;8;Fabricio;Bebida;Chatarra;$ 70,00;$ 66,36;6%
344;18/2/2019;8;Fabricio;Bebida;Ensaladas;$ 150,00;$ 69,72;6%
344;11/12/2019;8;Fabricio;Bebida;Ensaladas;$ 150,00;$ 75,65;6%
344;1/9/2018;8;Fabricio;Bebida;Entradas;$ 105,00;$ 56,98;6%
344;26/12/2018;8;Fabricio;Bebida;Pizzas;$ 250,00;$ 91,25;6%
344;16/1/2019;8;Fabricio;Bebida;Pastas;$ 220,00;$ 121,80;6%
344;29/7/2019;8;Fabricio;Bebida;Pastas;$ 220,00;$ 145,96;6%
345;29/12/2018;9;Miriam;Comida;Gaseosa;$ 90,00;$ 16,00;15%
345;27/8/2019;9;Miriam;Comida;Gaseosa;$ 90,00;$ 20,00;15%
345;25/3/2018;9;Miriam;Comida;Gaseosa;$ 90,00;$ 20,00;15%
345;28/9/2019;9;Miriam;Comida;Gaseosa;$ 90,00;$ 20,00;15%
345;16/7/2019;9;Miriam;Comida;Gaseosa;$ 90,00;$ 17,75;15%
345;1/1/2018;9;Miriam;Comida;Gaseosa;$ 90,00;$ 14,60;15%
345;19/1/2018;9;Miriam;Comida;Cervezas;$ 110,00;$ 18,00;15%
345;13/9/2019;9;Miriam;Bebida;Pastas;$ 220,00;$ 90,00;15%
345;11/6/2018;9;Miriam;Bebida;Pastas;$ 220,00;$ 53,13;15%
345;25/2/2019;9;Miriam;Bebida;Pizzas;$ 250,00;$ 95,45;15%
345;22/4/2019;9;Miriam;Bebida;Pizzas;$ 250,00;$ 105,30;15%
345;11/7/2018;9;Miriam;Bebida;Pizzas;$ 250,00;$ 91,25;15%
345;13/2/2019;9;Miriam;Bebida;Entradas;$ 105,00;$ 56,25;15%
345;13/11/2019;9;Miriam;Bebida;Entradas;$ 105,00;$ 56,25;15%
345;14/10/2019;9;Miriam;Bebida;Ensaladas;$ 150,00;$ 54,60;15%
345;31/5/2018;9;Miriam;Bebida;Ensaladas;$ 150,00;$ 68,00;15%
345;6/11/2019;9;Miriam;Bebida;Chatarra;$ 70,00;$ 66,36;15%
346;15/2/2019;13;Joaquin;Comida;Gaseosa;$ 90,00;$ 16,00;15%
346;25/7/2019;13;Joaquin;Comida;Gaseosa;$ 90,00;$ 20,00;15%
346;9/4/2018;13;Joaquin;Comida;Cervezas;$ 110,00;$ 24,90;15%
346;5/8/2019;13;Joaquin;Bebida;Pastas;$ 220,00;$ 95,85;15%
346;9/7/2018;13;Joaquin;Bebida;Entradas;$ 105,00;$ 63,18;15%
346;1/1/2018;13;Joaquin;Bebida;Ensaladas;$ 150,00;$ 69,72;15%
346;26/1/2019;13;Joaquin;Bebida;Postres;$ 80,00;$ 29,60;15%
347;2/5/2018;15;Miriam;Comida;Gaseosa;$ 90,00;$ 12,60;10%
347;25/1/2018;15;Miriam;Comida;Gaseosa;$ 90,00;$ 12,60;10%
347;5/5/2018;15;Miriam;Comida;Gaseosa;$ 90,00;$ 14,60;10%
347;31/8/2018;15;Miriam;Comida;Cervezas;$ 110,00;$ 24,90;10%
347;3/6/2019;15;Miriam;Comida;Cervezas;$ 110,00;$ 21,90;10%
347;29/4/2018;15;Miriam;Comida;Cervezas;$ 110,00;$ 18,00;10%
347;6/4/2018;15;Miriam;Bebida;Postres;$ 80,00;$ 29,60;10%
347;19/2/2018;15;Miriam;Bebida;Ensaladas;$ 150,00;$ 56,58;10%
347;6/6/2018;15;Miriam;Bebida;Ensaladas;$ 150,00;$ 69,72;10%
347;20/4/2019;15;Miriam;Bebida;Entradas;$ 105,00;$ 63,18;10%
347;1/5/2019;15;Miriam;Bebida;Entradas;$ 105,00;$ 42,40;10%
347;30/3/2018;15;Miriam;Bebida;Pastas;$ 220,00;$ 95,85;10%
347;27/11/2019;15;Miriam;Bebida;Pastas;$ 220,00;$ 54,75;10%
348;10/7/2019;2;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;6%
348;24/1/2019;2;Rodrigo;Comida;Gaseosa;$ 90,00;$ 20,00;6%
348;7/5/2018;2;Rodrigo;Comida;Gaseosa;$ 90,00;$ 20,00;6%
348;3/12/2018;2;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;6%
348;12/11/2018;2;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;6%
348;23/6/2019;2;Rodrigo;Bebida;Postres;$ 80,00;$ 32,40;6%
348;24/4/2019;2;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 75,65;6%
348;16/12/2018;2;Rodrigo;Bebida;Entradas;$ 105,00;$ 58,50;6%
348;31/3/2019;2;Rodrigo;Bebida;Pizzas;$ 250,00;$ 94,30;6%
348;18/11/2018;2;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,00;6%
348;12/5/2018;2;Rodrigo;Bebida;Pastas;$ 220,00;$ 132,84;6%
349;17/9/2019;12;Javier;Comida;Gaseosa;$ 90,00;$ 18,50;15%
349;2/8/2019;12;Javier;Comida;Cervezas;$ 110,00;$ 21,90;15%
349;11/12/2018;12;Javier;Comida;Cervezas;$ 110,00;$ 18,00;15%
349;14/5/2018;12;Javier;Comida;Cervezas;$ 110,00;$ 18,00;15%
349;13/2/2018;12;Javier;Comida;Cervezas;$ 110,00;$ 21,30;15%
349;29/3/2018;12;Javier;Bebida;Pizzas;$ 250,00;$ 81,90;15%
349;25/7/2019;12;Javier;Bebida;Pizzas;$ 250,00;$ 105,30;15%
349;19/7/2019;12;Javier;Bebida;Pizzas;$ 250,00;$ 112,05;15%
349;4/5/2018;12;Javier;Bebida;Entradas;$ 105,00;$ 58,50;15%
349;30/8/2019;12;Javier;Bebida;Entradas;$ 105,00;$ 58,50;15%
349;25/8/2018;12;Javier;Bebida;Ensaladas;$ 150,00;$ 56,58;15%
350;11/10/2018;8;Andres;Comida;Gaseosa;$ 90,00;$ 14,60;11%
350;8/6/2019;8;Andres;Comida;Cervezas;$ 110,00;$ 23,70;11%
350;13/7/2018;8;Andres;Comida;Cervezas;$ 110,00;$ 21,30;11%
350;1/9/2018;8;Andres;Bebida;Pastas;$ 220,00;$ 55,61;11%
351;3/2/2019;10;Agustin;Comida;Gaseosa;$ 90,00;$ 16,00;13%
351;25/7/2019;10;Agustin;Comida;Cervezas;$ 110,00;$ 18,00;13%
351;19/8/2019;10;Agustin;Comida;Vinos;$ 100,00;$ 256,61;13%
351;14/2/2018;10;Agustin;Comida;Vinos;$ 100,00;$ 553,34;13%
351;23/8/2019;10;Agustin;Comida;Vinos;$ 100,00;$ 256,61;13%
351;28/4/2019;10;Agustin;Bebida;Postres;$ 80,00;$ 33,60;13%
351;18/3/2018;10;Agustin;Bebida;Ensaladas;$ 150,00;$ 68,00;13%
351;26/8/2019;10;Agustin;Bebida;Entradas;$ 105,00;$ 58,50;13%
351;26/6/2019;10;Agustin;Bebida;Pizzas;$ 250,00;$ 105,00;13%
351;10/8/2019;10;Agustin;Bebida;Pastas;$ 220,00;$ 54,75;13%
351;25/10/2018;10;Agustin;Bebida;Pastas;$ 220,00;$ 145,96;13%
352;22/3/2018;11;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,00;12%
352;2/3/2019;11;Fabricio;Comida;Cervezas;$ 110,00;$ 21,90;12%
352;16/4/2018;11;Fabricio;Bebida;Ensaladas;$ 150,00;$ 63,00;12%
352;6/11/2019;11;Fabricio;Bebida;Ensaladas;$ 150,00;$ 56,58;12%
352;4/12/2019;11;Fabricio;Bebida;Entradas;$ 105,00;$ 63,18;12%
352;20/4/2018;11;Fabricio;Bebida;Entradas;$ 105,00;$ 53,76;12%
353;4/12/2019;16;Agustin;Comida;Gaseosa;$ 90,00;$ 20,00;5%
353;29/9/2018;16;Agustin;Comida;Cervezas;$ 110,00;$ 21,90;5%
353;17/5/2018;16;Agustin;Bebida;Chatarra;$ 70,00;$ 60,75;5%
353;27/5/2019;16;Agustin;Bebida;Entradas;$ 105,00;$ 63,20;5%
354;28/8/2018;15;Maria;Comida;Gaseosa;$ 90,00;$ 17,75;8%
354;5/8/2018;15;Maria;Comida;Gaseosa;$ 90,00;$ 16,00;8%
354;16/11/2019;15;Maria;Comida;Gaseosa;$ 90,00;$ 12,60;8%
354;18/3/2018;15;Maria;Comida;Gaseosa;$ 90,00;$ 18,25;8%
354;20/6/2018;15;Maria;Comida;Gaseosa;$ 90,00;$ 21,60;8%
354;31/3/2018;15;Maria;Comida;Gaseosa;$ 90,00;$ 21,60;8%
354;19/8/2018;15;Maria;Comida;Gaseosa;$ 90,00;$ 21,60;8%
354;26/3/2019;15;Maria;Comida;Gaseosa;$ 90,00;$ 14,60;8%
354;24/4/2019;15;Maria;Comida;Cervezas;$ 110,00;$ 21,25;8%
354;21/1/2019;15;Maria;Comida;Cervezas;$ 110,00;$ 23,70;8%
354;29/7/2019;15;Maria;Bebida;Chatarra;$ 70,00;$ 66,36;8%
354;3/7/2019;15;Maria;Bebida;Postres;$ 80,00;$ 31,50;8%
354;20/3/2019;15;Maria;Bebida;Ensaladas;$ 150,00;$ 56,58;8%
354;20/8/2018;15;Maria;Bebida;Entradas;$ 105,00;$ 63,18;8%
354;16/9/2019;15;Maria;Bebida;Pastas;$ 220,00;$ 150,48;8%
354;9/12/2018;15;Maria;Bebida;Pastas;$ 220,00;$ 150,48;8%
354;11/3/2019;15;Maria;Bebida;Pastas;$ 220,00;$ 121,80;8%
355;1/8/2019;3;Agustin;Comida;Gaseosa;$ 90,00;$ 16,00;11%
355;28/4/2018;3;Agustin;Comida;Gaseosa;$ 90,00;$ 12,60;11%
355;23/8/2018;3;Agustin;Comida;Gaseosa;$ 90,00;$ 12,60;11%
355;6/8/2019;3;Agustin;Comida;Gaseosa;$ 90,00;$ 21,60;11%
355;21/9/2018;3;Agustin;Comida;Cervezas;$ 110,00;$ 24,90;11%
355;20/7/2018;3;Agustin;Comida;Cervezas;$ 110,00;$ 24,90;11%
355;29/12/2018;3;Agustin;Comida;Cervezas;$ 110,00;$ 23,70;11%
355;8/8/2019;3;Agustin;Comida;Cervezas;$ 110,00;$ 21,30;11%
355;15/3/2019;3;Agustin;Comida;Cervezas;$ 110,00;$ 21,30;11%
355;26/12/2018;3;Agustin;Comida;Cervezas;$ 110,00;$ 21,30;11%
355;19/1/2019;3;Agustin;Bebida;Chatarra;$ 70,00;$ 60,75;11%
355;22/11/2019;3;Agustin;Bebida;Postres;$ 80,00;$ 29,60;11%
355;20/7/2018;3;Agustin;Bebida;Ensaladas;$ 150,00;$ 54,60;11%
355;28/4/2019;3;Agustin;Bebida;Ensaladas;$ 150,00;$ 68,88;11%
355;19/11/2019;3;Agustin;Bebida;Entradas;$ 105,00;$ 56,98;11%
355;13/2/2018;3;Agustin;Bebida;Pizzas;$ 250,00;$ 105,00;11%
355;30/12/2018;3;Agustin;Bebida;Pizzas;$ 250,00;$ 95,45;11%
355;18/1/2018;3;Agustin;Bebida;Pastas;$ 220,00;$ 132,84;11%
355;5/1/2018;3;Agustin;Bebida;Pastas;$ 220,00;$ 132,84;11%
355;27/4/2019;3;Agustin;Bebida;Pastas;$ 220,00;$ 54,75;11%
356;29/7/2019;7;Agustin;Comida;Gaseosa;$ 90,00;$ 18,00;10%
356;30/11/2018;7;Agustin;Comida;Gaseosa;$ 90,00;$ 18,50;10%
356;28/6/2018;7;Agustin;Comida;Gaseosa;$ 90,00;$ 18,25;10%
356;11/10/2018;7;Agustin;Comida;Cervezas;$ 110,00;$ 21,25;10%
356;7/1/2018;7;Agustin;Comida;Cervezas;$ 110,00;$ 21,90;10%
356;30/3/2019;7;Agustin;Comida;Cervezas;$ 110,00;$ 32,40;10%
356;22/7/2018;7;Agustin;Bebida;Chatarra;$ 70,00;$ 66,36;10%
356;11/7/2019;7;Agustin;Bebida;Postres;$ 80,00;$ 32,40;10%
356;27/8/2019;7;Agustin;Bebida;Ensaladas;$ 150,00;$ 68,00;10%
356;27/5/2018;7;Agustin;Bebida;Ensaladas;$ 150,00;$ 69,72;10%
356;26/2/2018;7;Agustin;Bebida;Pizzas;$ 250,00;$ 73,50;10%
357;11/5/2019;7;Agustin;Comida;Gaseosa;$ 90,00;$ 17,75;5%
357;8/4/2018;7;Agustin;Comida;Gaseosa;$ 90,00;$ 18,25;5%
357;24/8/2018;7;Agustin;Comida;Gaseosa;$ 90,00;$ 14,60;5%
357;14/8/2019;7;Agustin;Comida;Cervezas;$ 110,00;$ 23,70;5%
357;5/11/2018;7;Agustin;Comida;Cervezas;$ 110,00;$ 21,30;5%
357;2/11/2019;7;Agustin;Bebida;Entradas;$ 105,00;$ 63,20;5%
357;5/5/2018;7;Agustin;Bebida;Pizzas;$ 250,00;$ 112,05;5%
358;6/2/2019;15;Joaquin;Comida;Gaseosa;$ 90,00;$ 12,60;16%
358;16/1/2019;15;Joaquin;Comida;Gaseosa;$ 90,00;$ 21,60;16%
358;8/2/2019;15;Joaquin;Bebida;Ensaladas;$ 150,00;$ 68,88;16%
359;9/7/2019;12;Andres;Comida;Vinos;$ 100,00;$ 501,16;14%
359;10/6/2019;12;Andres;Bebida;Ensaladas;$ 150,00;$ 68,00;14%
359;5/11/2019;12;Andres;Bebida;Ensaladas;$ 150,00;$ 68,88;14%
359;1/9/2018;12;Andres;Bebida;Pastas;$ 220,00;$ 55,61;14%
360;18/2/2018;6;Andres;Comida;Gaseosa;$ 90,00;$ 16,00;15%
360;29/12/2018;6;Andres;Comida;Gaseosa;$ 90,00;$ 20,00;15%
360;18/7/2018;6;Andres;Comida;Gaseosa;$ 90,00;$ 14,60;15%
360;1/3/2019;6;Andres;Comida;Cervezas;$ 110,00;$ 24,90;15%
360;27/11/2018;6;Andres;Bebida;Pizzas;$ 250,00;$ 105,00;15%
360;25/7/2018;6;Andres;Bebida;Entradas;$ 105,00;$ 56,98;15%
360;23/1/2018;6;Andres;Bebida;Entradas;$ 105,00;$ 63,18;15%
360;14/6/2019;6;Andres;Bebida;Chatarra;$ 70,00;$ 60,75;15%
361;2/10/2019;4;Javier;Comida;Cervezas;$ 110,00;$ 21,90;11%
361;18/2/2019;4;Javier;Comida;Cervezas;$ 110,00;$ 23,70;11%
361;18/6/2019;4;Javier;Comida;Cervezas;$ 110,00;$ 32,40;11%
361;20/10/2018;4;Javier;Comida;Cervezas;$ 110,00;$ 21,30;11%
361;1/7/2019;4;Javier;Bebida;Postres;$ 80,00;$ 33,60;11%
361;9/4/2019;4;Javier;Bebida;Postres;$ 80,00;$ 31,50;11%
361;8/4/2019;4;Javier;Bebida;Entradas;$ 105,00;$ 52,56;11%
362;24/2/2019;1;Miriam;Comida;Gaseosa;$ 90,00;$ 18,25;15%
362;23/2/2018;1;Miriam;Comida;Gaseosa;$ 90,00;$ 16,00;15%
362;22/8/2018;1;Miriam;Comida;Gaseosa;$ 90,00;$ 16,00;15%
362;3/7/2018;1;Miriam;Comida;Gaseosa;$ 90,00;$ 12,60;15%
362;2/11/2018;1;Miriam;Comida;Cervezas;$ 110,00;$ 21,25;15%
362;24/7/2019;1;Miriam;Comida;Cervezas;$ 110,00;$ 21,90;15%
362;9/8/2018;1;Miriam;Comida;Cervezas;$ 110,00;$ 18,00;15%
362;26/3/2018;1;Miriam;Bebida;Pizzas;$ 250,00;$ 81,90;15%
362;14/6/2019;1;Miriam;Bebida;Pizzas;$ 250,00;$ 112,05;15%
362;5/8/2018;1;Miriam;Bebida;Postres;$ 80,00;$ 32,40;15%
362;27/4/2018;1;Miriam;Bebida;Postres;$ 80,00;$ 32,40;15%
363;21/3/2018;2;Miriam;Comida;Gaseosa;$ 90,00;$ 20,00;6%
363;18/3/2018;2;Miriam;Comida;Gaseosa;$ 90,00;$ 18,50;6%
363;26/10/2019;2;Miriam;Comida;Gaseosa;$ 90,00;$ 18,50;6%
363;13/5/2018;2;Miriam;Comida;Gaseosa;$ 90,00;$ 18,25;6%
363;1/6/2019;2;Miriam;Comida;Cervezas;$ 110,00;$ 18,00;6%
363;18/12/2018;2;Miriam;Comida;Cervezas;$ 110,00;$ 21,30;6%
363;20/10/2018;2;Miriam;Bebida;Postres;$ 80,00;$ 31,50;6%
363;31/3/2019;2;Miriam;Bebida;Ensaladas;$ 150,00;$ 68,00;6%
363;22/4/2018;2;Miriam;Bebida;Ensaladas;$ 150,00;$ 54,60;6%
363;5/6/2019;2;Miriam;Bebida;Entradas;$ 105,00;$ 52,56;6%
363;18/6/2018;2;Miriam;Bebida;Entradas;$ 105,00;$ 58,50;6%
363;10/10/2019;2;Miriam;Bebida;Pizzas;$ 250,00;$ 81,90;6%
363;20/3/2018;2;Miriam;Bebida;Pizzas;$ 250,00;$ 112,05;6%
364;20/1/2019;15;Natalia;Comida;Gaseosa;$ 90,00;$ 18,00;16%
364;29/1/2018;15;Natalia;Comida;Gaseosa;$ 90,00;$ 17,75;16%
364;29/9/2018;15;Natalia;Comida;Gaseosa;$ 90,00;$ 18,25;16%
364;3/11/2019;15;Natalia;Comida;Cervezas;$ 110,00;$ 21,25;16%
364;7/2/2019;15;Natalia;Bebida;Chatarra;$ 70,00;$ 66,36;16%
364;8/3/2018;15;Natalia;Bebida;Postres;$ 80,00;$ 29,60;16%
364;28/2/2018;15;Natalia;Bebida;Ensaladas;$ 150,00;$ 75,65;16%
364;26/2/2018;15;Natalia;Bebida;Pizzas;$ 250,00;$ 95,45;16%
364;7/1/2019;15;Natalia;Bebida;Pizzas;$ 250,00;$ 91,25;16%
364;4/3/2018;15;Natalia;Bebida;Pastas;$ 220,00;$ 95,85;16%
365;12/12/2019;14;Natalia;Comida;Gaseosa;$ 90,00;$ 17,75;9%
365;30/6/2019;14;Natalia;Comida;Gaseosa;$ 90,00;$ 17,75;9%
365;30/9/2018;14;Natalia;Comida;Cervezas;$ 110,00;$ 24,90;9%
365;16/5/2018;14;Natalia;Comida;Cervezas;$ 110,00;$ 18,00;9%
365;8/10/2019;14;Natalia;Comida;Cervezas;$ 110,00;$ 32,40;9%
365;24/7/2018;14;Natalia;Bebida;Chatarra;$ 70,00;$ 60,06;9%
365;15/12/2018;14;Natalia;Bebida;Ensaladas;$ 150,00;$ 68,00;9%
365;21/5/2019;14;Natalia;Bebida;Pizzas;$ 250,00;$ 112,05;9%
365;28/12/2018;14;Natalia;Bebida;Pastas;$ 220,00;$ 95,85;9%
365;31/3/2018;14;Natalia;Bebida;Pastas;$ 220,00;$ 95,85;9%
366;4/5/2018;11;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;15%
366;2/1/2018;11;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;15%
366;15/10/2019;11;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;15%
366;31/3/2018;11;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;15%
366;5/9/2018;11;Rodrigo;Comida;Gaseosa;$ 90,00;$ 20,00;15%
366;16/3/2019;11;Rodrigo;Comida;Gaseosa;$ 90,00;$ 20,00;15%
366;15/9/2019;11;Rodrigo;Comida;Gaseosa;$ 90,00;$ 12,60;15%
366;16/8/2018;11;Rodrigo;Comida;Gaseosa;$ 90,00;$ 17,75;15%
366;28/10/2019;11;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;15%
366;10/7/2019;11;Rodrigo;Comida;Cervezas;$ 110,00;$ 24,90;15%
366;17/1/2018;11;Rodrigo;Comida;Cervezas;$ 110,00;$ 18,00;15%
366;13/5/2019;11;Rodrigo;Bebida;Pastas;$ 220,00;$ 95,85;15%
366;5/11/2018;11;Rodrigo;Bebida;Pastas;$ 220,00;$ 54,75;15%
366;29/9/2019;11;Rodrigo;Bebida;Pizzas;$ 250,00;$ 81,90;15%
366;25/11/2019;11;Rodrigo;Bebida;Pizzas;$ 250,00;$ 94,30;15%
366;10/7/2019;11;Rodrigo;Bebida;Entradas;$ 105,00;$ 56,98;15%
366;29/5/2018;11;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 56,58;15%
366;23/4/2018;11;Rodrigo;Bebida;Postres;$ 80,00;$ 31,50;15%
366;6/10/2019;11;Rodrigo;Bebida;Postres;$ 80,00;$ 33,60;15%
366;30/12/2018;11;Rodrigo;Bebida;Chatarra;$ 70,00;$ 60,75;15%
367;3/10/2018;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;10%
367;15/9/2019;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;10%
367;17/8/2019;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 16,00;10%
367;14/11/2018;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;10%
367;2/4/2019;1;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,25;10%
367;5/1/2019;1;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;10%
367;30/8/2018;1;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;10%
367;5/9/2018;1;Rodrigo;Comida;Cervezas;$ 110,00;$ 23,70;10%
367;13/4/2019;1;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,30;10%
367;15/3/2018;1;Rodrigo;Bebida;Postres;$ 80,00;$ 29,60;10%
367;24/6/2018;1;Rodrigo;Bebida;Postres;$ 80,00;$ 31,50;10%
367;6/4/2018;1;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 56,58;10%
367;25/6/2019;1;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,88;10%
367;6/2/2019;1;Rodrigo;Bebida;Pizzas;$ 250,00;$ 94,30;10%
367;20/11/2019;1;Rodrigo;Bebida;Pizzas;$ 250,00;$ 95,45;10%
367;29/10/2019;1;Rodrigo;Bebida;Pastas;$ 220,00;$ 55,61;10%
367;24/7/2018;1;Rodrigo;Bebida;Pastas;$ 220,00;$ 54,60;10%
368;28/2/2018;17;Fabricio;Comida;Gaseosa;$ 90,00;$ 18,00;9%
368;10/10/2018;17;Fabricio;Comida;Gaseosa;$ 90,00;$ 17,75;9%
368;1/11/2019;17;Fabricio;Comida;Cervezas;$ 110,00;$ 23,70;9%
368;14/6/2019;17;Fabricio;Comida;Cervezas;$ 110,00;$ 18,00;9%
368;21/5/2018;17;Fabricio;Comida;Cervezas;$ 110,00;$ 21,30;9%
368;24/2/2018;17;Fabricio;Bebida;Postres;$ 80,00;$ 33,60;9%
368;14/11/2019;17;Fabricio;Bebida;Ensaladas;$ 150,00;$ 69,72;9%
368;21/9/2018;17;Fabricio;Bebida;Pizzas;$ 250,00;$ 88,56;9%
368;24/5/2019;17;Fabricio;Bebida;Pastas;$ 220,00;$ 55,61;9%
368;3/9/2018;17;Fabricio;Bebida;Pastas;$ 220,00;$ 54,60;9%
369;15/2/2018;5;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;16%
369;10/1/2019;5;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,00;16%
369;13/4/2018;5;Rodrigo;Comida;Gaseosa;$ 90,00;$ 18,50;16%
369;19/11/2019;5;Rodrigo;Comida;Gaseosa;$ 90,00;$ 17,75;16%
369;28/10/2018;5;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,25;16%
369;27/2/2018;5;Rodrigo;Comida;Cervezas;$ 110,00;$ 21,90;16%
369;17/1/2019;5;Rodrigo;Comida;Cervezas;$ 110,00;$ 18,00;16%
369;26/5/2018;5;Rodrigo;Comida;Cervezas;$ 110,00;$ 18,00;16%
369;9/2/2018;5;Rodrigo;Bebida;Postres;$ 80,00;$ 39,00;16%
369;4/1/2018;5;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,00;16%
369;12/1/2019;5;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 54,60;16%
369;26/7/2019;5;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 75,65;16%
369;4/7/2018;5;Rodrigo;Bebida;Ensaladas;$ 150,00;$ 68,88;16%
369;18/6/2018;5;Rodrigo;Bebida;Entradas;$ 105,00;$ 63,20;16%
369;1/7/2019;5;Rodrigo;Bebida;Entradas;$ 105,00;$ 42,40;16%
369;9/11/2018;5;Rodrigo;Bebida;Pizzas;$ 250,00;$ 105,30;16%
369;20/2/2018;5;Rodrigo;Bebida;Pizzas;$ 250,00;$ 81,90;16%
370;17/2/2019;17;Agustin;Comida;Gaseosa;$ 90,00;$ 14,60;14%
